zip_code,year,period_start_year,period_end_year,years_in_period,land_area_sqmi,active_license_count,active_license_density_per_sqmi,positive_storefront_count,positive_storefront_density_per_sqmi,positive_weight,positive_weight_density_per_sqmi,negative_weight,negative_weight_density_per_sqmi,net_weight,net_weight_density_per_sqmi,mix_balance,destination_intensity,walkability_score
60624,2012,2012,2013,2,3.547,1102.5,310.826,599.5,169.016,1504.0,424.02,465.0,131.097,1039.0,292.924,0.764,1.0,85.8
60624,2014,2014,2015,2,3.547,893.0,251.762,562.5,158.585,1389.5,391.739,389.5,109.811,1000.0,281.928,0.781,1.0,86.9
60624,2016,2016,2017,2,3.547,870.0,245.278,564.5,159.149,1384.5,390.33,387.5,109.247,997.0,281.083,0.781,1.0,86.9
60624,2018,2018,2019,2,3.547,837.0,235.974,557.5,157.175,1375.5,387.793,347.5,97.97,1028.0,289.822,0.798,1.0,87.9
60624,2020,2020,2021,2,3.547,845.5,238.37,552.5,155.765,1377.5,388.356,372.5,105.018,1005.0,283.338,0.787,1.0,87.2
60624,2022,2022,2023,2,3.547,760.0,214.266,501.0,141.246,1264.0,356.357,324.0,91.345,940.0,265.013,0.796,1.0,87.8
60624,2024,2024,2025,2,3.547,737.5,207.922,504.5,142.233,1287.5,362.983,296.0,83.451,991.5,279.532,0.813,1.0,88.8
60625,2002,2002,2003,2,3.763,2976.5,790.991,1881.0,499.867,4855.5,1290.327,486.5,129.285,4369.0,1161.042,0.909,1.0,94.5
60625,2004,2004,2005,2,3.763,3448.5,916.423,2141.0,568.961,5455.5,1449.774,539.5,143.37,4916.0,1306.404,0.91,1.0,94.6
60625,2006,2006,2007,2,3.763,3153.0,837.895,1892.5,502.923,4838.5,1285.809,504.5,134.069,4334.0,1151.741,0.906,1.0,94.3
60625,2008,2008,2009,2,3.763,2528.0,671.804,1472.0,391.177,3762.0,999.734,382.5,101.648,3379.5,898.087,0.908,1.0,94.5
60625,2010,2010,2011,2,3.763,2500.5,664.496,1469.0,390.38,3773.5,1002.79,359.5,95.535,3414.0,907.255,0.913,1.0,94.8
60625,2012,2012,2013,2,3.763,2491.5,662.105,1541.5,409.647,3973.5,1055.939,399.0,106.032,3574.5,949.907,0.909,1.0,94.5
60625,2014,2014,2015,2,3.763,2188.0,581.451,1570.0,417.22,4059.5,1078.794,309.0,82.115,3750.5,996.678,0.929,1.0,95.8
60625,2016,2016,2017,2,3.763,2110.5,560.856,1560.5,414.696,4018.5,1067.898,286.0,76.003,3732.5,991.895,0.934,1.0,96.0
60625,2018,2018,2019,2,3.763,2038.5,541.722,1538.5,408.849,3985.0,1058.995,272.0,72.283,3713.0,986.713,0.936,1.0,96.2
60625,2020,2020,2021,2,3.763,1990.0,528.833,1547.5,411.241,4045.5,1075.073,252.0,66.968,3793.5,1008.105,0.941,1.0,96.5
60625,2022,2022,2023,2,3.763,1901.0,505.182,1493.0,396.758,3902.5,1037.071,231.0,61.387,3671.5,975.684,0.944,1.0,96.6
60625,2024,2024,2025,2,3.763,1826.0,485.251,1442.0,383.205,3838.0,1019.931,231.5,61.52,3606.5,958.411,0.943,1.0,96.6
60626,2002,2002,2003,2,1.716,1517.5,884.324,924.5,538.753,2365.5,1378.497,302.5,176.282,2063.0,1202.214,0.887,1.0,93.2
60626,2004,2004,2005,2,1.716,1819.5,1060.315,1039.0,605.478,2660.0,1550.117,383.5,223.485,2276.5,1326.632,0.874,1.0,92.4
60626,2006,2006,2007,2,1.716,1659.0,966.783,913.0,532.051,2384.5,1389.569,348.5,203.089,2036.0,1186.48,0.872,1.0,92.3
60626,2008,2008,2009,2,1.716,1298.5,756.702,738.0,430.07,1943.0,1132.284,253.0,147.436,1690.0,984.848,0.885,1.0,93.1
60626,2010,2010,2011,2,1.716,1367.5,796.911,766.5,446.678,2003.0,1167.249,253.5,147.727,1749.5,1019.522,0.888,1.0,93.3
60626,2012,2012,2013,2,1.716,1322.0,770.396,805.0,469.114,2092.0,1219.114,263.5,153.555,1828.5,1065.559,0.888,1.0,93.3
60626,2014,2014,2015,2,1.716,1153.0,671.911,820.0,477.855,2157.5,1257.284,179.0,104.312,1978.5,1152.972,0.923,1.0,95.4
60626,2016,2016,2017,2,1.716,1129.0,657.925,841.0,490.093,2203.5,1284.091,172.5,100.524,2031.0,1183.566,0.927,1.0,95.6
60626,2018,2018,2019,2,1.716,1101.5,641.9,836.5,487.471,2215.5,1291.084,184.5,107.517,2031.0,1183.566,0.923,1.0,95.4
60626,2020,2020,2021,2,1.716,1047.5,610.431,811.5,472.902,2174.5,1267.191,180.0,104.895,1994.5,1162.296,0.924,1.0,95.4
60626,2022,2022,2023,2,1.716,962.0,560.606,741.5,432.11,1982.5,1155.303,154.0,89.744,1828.5,1065.559,0.928,1.0,95.7
60626,2024,2024,2025,2,1.716,912.5,531.76,717.5,418.124,1926.0,1122.378,137.5,80.128,1788.5,1042.249,0.933,1.0,96.0
60628,2002,2002,2003,2,10.978,2209.0,201.221,1116.5,101.703,2801.5,255.192,753.0,68.592,2048.5,186.6,0.788,1.0,87.3
60628,2004,2004,2005,2,10.978,2593.0,236.2,1313.0,119.603,3265.0,297.413,931.0,84.806,2334.0,212.607,0.778,1.0,86.7
60628,2006,2006,2007,2,10.978,2406.5,219.211,1222.5,111.359,3025.0,275.551,881.5,80.297,2143.5,195.254,0.774,1.0,86.5
60628,2008,2008,2009,2,10.978,1898.5,172.937,950.5,86.582,2335.5,212.744,663.5,60.439,1672.0,152.305,0.779,1.0,86.7
60628,2010,2010,2011,2,10.978,1849.5,168.473,946.5,86.218,2367.0,215.613,655.5,59.71,1711.5,155.903,0.783,1.0,87.0
60628,2012,2012,2013,2,10.978,1664.0,151.576,949.0,86.446,2393.0,217.981,599.5,54.609,1793.5,163.372,0.8,1.0,88.0
60628,2014,2014,2015,2,10.978,1330.5,121.197,919.0,83.713,2311.5,210.557,406.0,36.983,1905.5,173.574,0.851,1.0,91.0
60628,2016,2016,2017,2,10.978,1238.5,112.817,858.5,78.202,2121.0,193.205,403.5,36.755,1717.5,156.449,0.84,1.0,90.4
60628,2018,2018,2019,2,10.978,1214.5,110.63,859.0,78.247,2119.0,193.022,384.5,35.025,1734.5,157.998,0.846,1.0,90.8
60628,2020,2020,2021,2,10.978,1206.0,109.856,849.5,77.382,2094.0,190.745,371.5,33.84,1722.5,156.905,0.849,1.0,91.0
60628,2022,2022,2023,2,10.978,1085.0,98.834,767.0,69.867,1879.5,171.206,346.5,31.563,1533.0,139.643,0.844,1.0,90.7
60628,2024,2024,2025,2,10.978,995.0,90.636,726.5,66.178,1812.5,165.103,308.0,28.056,1504.5,137.047,0.855,1.0,91.3
60629,2002,2002,2003,2,7.048,2410.5,342.012,1416.5,200.979,3614.5,512.841,434.5,61.649,3180.0,451.192,0.893,1.0,93.6
60629,2004,2004,2005,2,7.048,2822.0,400.397,1596.0,226.447,3999.0,567.395,532.5,75.553,3466.5,491.842,0.882,1.0,92.9
60629,2006,2006,2007,2,7.048,2712.5,384.861,1460.0,207.151,3635.5,515.82,530.5,75.27,3105.0,440.551,0.873,1.0,92.4
60629,2008,2008,2009,2,7.048,2107.5,299.021,1084.5,153.873,2705.5,383.868,412.5,58.527,2293.0,325.341,0.868,1.0,92.1
60629,2010,2010,2011,2,7.048,2060.0,292.281,1063.5,150.894,2627.5,372.801,437.0,62.003,2190.5,310.797,0.857,1.0,91.4
60629,2012,2012,2013,2,7.048,2046.0,290.295,1159.5,164.515,2892.5,410.4,466.0,66.118,2426.5,344.282,0.861,1.0,91.7
60629,2014,2014,2015,2,7.048,1727.0,245.034,1215.0,172.389,3058.5,433.953,345.5,49.021,2713.0,384.932,0.899,1.0,93.9
60629,2016,2016,2017,2,7.048,1676.0,237.798,1226.0,173.95,3096.0,439.274,347.0,49.234,2749.0,390.04,0.899,1.0,94.0
60629,2018,2018,2019,2,7.048,1661.5,235.741,1244.0,176.504,3146.5,446.439,338.5,48.028,2808.0,398.411,0.903,1.0,94.2
60629,2020,2020,2021,2,7.048,1627.0,230.846,1227.5,174.163,3131.0,444.24,315.5,44.764,2815.5,399.475,0.908,1.0,94.5
60629,2022,2022,2023,2,7.048,1531.5,217.296,1148.0,162.883,2936.5,416.643,295.0,41.856,2641.5,374.787,0.909,1.0,94.5
60629,2024,2024,2025,2,7.048,1484.5,210.627,1148.5,162.954,2966.5,420.9,279.0,39.586,2687.5,381.314,0.914,1.0,94.8
60630,2002,2002,2003,2,4.741,2217.5,467.728,1067.0,225.058,2708.0,571.188,713.5,150.496,1994.5,420.692,0.791,1.0,87.5
60630,2004,2004,2005,2,4.741,2805.0,591.647,1294.0,272.938,3220.0,679.182,919.0,193.841,2301.0,485.341,0.778,1.0,86.7
60630,2006,2006,2007,2,4.741,3129.5,660.093,1417.0,298.882,3567.0,752.373,1058.0,223.16,2509.0,529.213,0.771,1.0,86.3
60630,2008,2008,2009,2,4.741,1986.0,418.899,908.5,191.626,2283.0,481.544,658.5,138.895,1624.5,342.649,0.776,1.0,86.6
60630,2010,2010,2011,2,4.741,1936.5,408.458,891.0,187.935,2249.5,474.478,641.5,135.309,1608.0,339.169,0.778,1.0,86.7
60630,2012,2012,2013,2,4.741,1905.5,401.919,916.0,193.208,2282.0,481.333,641.5,135.309,1640.5,346.024,0.781,1.0,86.8
60630,2014,2014,2015,2,4.741,1653.0,348.661,943.0,198.903,2330.5,491.563,503.0,106.096,1827.5,385.467,0.822,1.0,89.3
60630,2016,2016,2017,2,4.741,1575.0,332.208,948.0,199.958,2327.5,490.93,479.5,101.139,1848.0,389.791,0.829,1.0,89.8
60630,2018,2018,2019,2,4.741,1505.0,317.444,950.0,200.38,2334.0,492.301,456.5,96.288,1877.5,396.013,0.836,1.0,90.2
60630,2020,2020,2021,2,4.741,1505.0,317.444,988.0,208.395,2468.0,520.565,453.5,95.655,2014.5,424.91,0.845,1.0,90.7
60630,2022,2022,2023,2,4.741,1395.0,294.242,937.5,197.743,2345.5,494.727,423.5,89.327,1922.0,405.4,0.847,1.0,90.8
60630,2024,2024,2025,2,4.741,1318.0,278.0,920.0,194.052,2312.0,487.661,395.5,83.421,1916.5,404.24,0.854,1.0,91.2
60631,2002,2002,2003,2,3.746,1147.5,306.327,492.5,131.474,1241.0,331.287,232.5,62.066,1008.5,269.221,0.842,1.0,90.5
60631,2004,2004,2005,2,3.746,1471.5,392.819,628.0,167.645,1560.0,416.444,284.0,75.814,1276.0,340.63,0.846,1.0,90.8
60631,2006,2006,2007,2,3.746,1387.0,370.262,588.5,157.101,1472.0,392.952,268.5,71.676,1203.5,321.276,0.846,1.0,90.7
60631,2008,2008,2009,2,3.746,1087.5,290.31,459.0,122.531,1147.5,306.327,205.5,54.859,942.0,251.468,0.848,1.0,90.9
60631,2010,2010,2011,2,3.746,1055.0,281.634,460.5,122.931,1150.0,306.994,207.5,55.392,942.5,251.602,0.847,1.0,90.8
60631,2012,2012,2013,2,3.746,1042.0,278.163,480.5,128.27,1190.0,317.672,267.0,71.276,923.0,246.396,0.817,1.0,89.0
60631,2014,2014,2015,2,3.746,885.5,236.385,484.5,129.338,1187.0,316.871,188.5,50.32,998.5,266.551,0.863,1.0,91.8
60631,2016,2016,2017,2,3.746,832.0,222.104,488.5,130.406,1173.0,313.134,190.5,50.854,982.5,262.28,0.86,1.0,91.6
60631,2018,2018,2019,2,3.746,799.5,213.428,501.0,133.743,1194.0,318.74,170.0,45.382,1024.0,273.358,0.875,1.0,92.5
60631,2020,2020,2021,2,3.746,804.0,214.629,531.5,141.885,1274.0,340.096,142.0,37.907,1132.0,302.189,0.9,1.0,94.0
60631,2022,2022,2023,2,3.746,733.5,195.809,497.5,132.808,1197.5,319.674,122.5,32.702,1075.0,286.973,0.907,1.0,94.4
60631,2024,2024,2025,2,3.746,693.5,185.131,499.0,133.209,1195.5,319.14,121.0,32.301,1074.5,286.839,0.908,1.0,94.5
60632,2002,2002,2003,2,7.449,3260.5,437.71,1641.0,220.298,4184.0,561.686,1349.5,181.165,2834.5,380.521,0.756,1.0,85.4
60632,2004,2004,2005,2,7.449,4071.0,546.516,2024.0,271.714,5027.0,674.856,1763.5,236.743,3263.5,438.112,0.74,1.0,84.4
60632,2006,2006,2007,2,7.449,4013.0,538.73,1918.5,257.551,4737.5,635.991,1793.5,240.771,2944.0,395.221,0.725,1.0,83.5
60632,2008,2008,2009,2,7.449,3172.5,425.896,1434.5,192.576,3530.0,473.889,1452.5,194.993,2077.5,278.896,0.708,1.0,82.5
60632,2010,2010,2011,2,7.449,3150.0,422.876,1417.5,190.294,3504.0,470.399,1463.0,196.402,2041.0,273.997,0.705,1.0,82.3
60632,2012,2012,2013,2,7.449,2969.5,398.644,1485.0,199.356,3697.0,496.308,1405.0,188.616,2292.0,307.692,0.725,1.0,83.5
60632,2014,2014,2015,2,7.449,2538.5,340.784,1538.5,206.538,3830.0,514.163,1146.0,153.846,2684.0,360.317,0.77,1.0,86.2
60632,2016,2016,2017,2,7.449,2508.5,336.757,1574.5,211.371,3920.5,526.312,1150.0,154.383,2770.5,371.929,0.773,1.0,86.4
60632,2018,2018,2019,2,7.449,2482.5,333.266,1587.5,213.116,3931.5,527.789,1153.5,154.853,2778.0,372.936,0.773,1.0,86.4
60632,2020,2020,2021,2,7.449,2372.5,318.499,1554.0,208.619,3854.5,517.452,1109.5,148.946,2745.0,368.506,0.776,1.0,86.6
60632,2022,2022,2023,2,7.449,2202.0,295.61,1446.5,194.187,3613.5,485.099,1049.0,140.824,2564.5,344.274,0.775,1.0,86.5
60632,2024,2024,2025,2,7.449,2180.0,292.657,1482.0,198.953,3735.0,501.41,999.5,134.179,2735.5,367.231,0.789,1.0,87.3
60633,2002,2002,2003,2,9.748,354.5,36.366,192.5,19.748,518.5,53.19,130.5,13.387,388.0,39.803,0.799,0.931,85.2
60633,2004,2004,2005,2,9.748,410.0,42.06,196.5,20.158,530.5,54.421,194.5,19.953,336.0,34.469,0.732,0.937,81.4
60633,2006,2006,2007,2,9.748,380.5,39.034,158.0,16.208,426.0,43.701,212.5,21.799,213.5,21.902,0.667,0.873,75.0
60633,2008,2008,2009,2,9.748,282.0,28.929,112.5,11.541,294.0,30.16,180.5,18.517,113.5,11.643,0.62,0.776,68.2
60633,2010,2010,2011,2,9.748,271.0,27.801,104.0,10.669,272.5,27.954,171.5,17.593,101.0,10.361,0.614,0.754,67.0
60633,2012,2012,2013,2,9.748,246.5,25.287,97.0,9.951,254.0,26.057,169.5,17.388,84.5,8.668,0.6,0.735,65.4
60633,2014,2014,2015,2,9.748,188.0,19.286,93.5,9.592,243.0,24.928,126.0,12.926,117.0,12.002,0.659,0.724,68.5
60633,2016,2016,2017,2,9.748,174.0,17.85,95.0,9.746,246.0,25.236,110.5,11.336,135.5,13.9,0.69,0.729,70.6
60633,2018,2018,2019,2,9.748,165.0,16.927,90.0,9.233,232.0,23.8,110.5,11.336,121.5,12.464,0.677,0.714,69.2
60633,2020,2020,2021,2,9.748,160.0,16.414,85.0,8.72,223.0,22.876,111.5,11.438,111.5,11.438,0.667,0.698,67.9
60633,2022,2022,2023,2,9.748,152.5,15.644,83.0,8.515,212.0,21.748,108.0,11.079,104.0,10.669,0.662,0.691,67.4
60633,2024,2024,2025,2,9.748,141.0,14.465,79.0,8.104,195.5,20.055,98.0,10.053,97.5,10.002,0.666,0.678,67.1
60634,2002,2002,2003,2,7.109,2688.5,378.183,1483.0,208.609,3686.5,518.568,531.0,74.694,3155.5,443.874,0.874,1.0,92.4
60634,2004,2004,2005,2,7.109,3253.5,457.659,1747.0,245.745,4324.0,608.243,656.5,92.348,3667.5,515.895,0.868,1.0,92.1
60634,2006,2006,2007,2,7.109,3024.5,425.447,1570.5,220.917,3868.0,544.099,640.5,90.097,3227.5,454.002,0.858,1.0,91.5
60634,2008,2008,2009,2,7.109,2194.0,308.623,1180.5,166.057,2906.0,408.778,505.5,71.107,2400.5,337.671,0.852,1.0,91.1
60634,2010,2010,2011,2,7.109,2092.0,294.275,1148.5,161.556,2842.5,399.845,491.0,69.067,2351.5,330.778,0.853,1.0,91.2
60634,2012,2012,2013,2,7.109,2059.5,289.703,1151.0,161.907,2878.0,404.839,514.0,72.303,2364.0,332.536,0.848,1.0,90.9
60634,2014,2014,2015,2,7.109,1783.5,250.879,1167.0,164.158,2929.0,412.013,390.0,54.86,2539.0,357.153,0.882,1.0,92.9
60634,2016,2016,2017,2,7.109,1768.5,248.769,1197.0,168.378,3009.5,423.337,386.5,54.368,2623.0,368.969,0.886,1.0,93.2
60634,2018,2018,2019,2,7.109,1703.5,239.626,1184.0,166.549,2994.5,421.227,394.0,55.423,2600.5,365.804,0.884,1.0,93.0
60634,2020,2020,2021,2,7.109,1658.0,233.225,1204.5,169.433,3053.5,429.526,371.0,52.187,2682.5,377.339,0.892,1.0,93.5
60634,2022,2022,2023,2,7.109,1536.5,216.134,1151.0,161.907,2910.0,409.34,327.0,45.998,2583.0,363.342,0.899,1.0,93.9
60634,2024,2024,2025,2,7.109,1483.0,208.609,1120.5,157.617,2867.0,403.292,320.0,45.013,2547.0,358.278,0.9,1.0,94.0
60635,2002,2002,2003,2,,4.5,,1.5,,4.5,,0.0,,4.5,,1.0,0.0,60.0
60635,2004,2004,2005,2,,6.0,,2.0,,6.0,,0.0,,6.0,,1.0,0.0,60.0
60635,2006,2006,2007,2,,5.5,,2.0,,6.0,,0.0,,6.0,,1.0,0.0,60.0
60635,2008,2008,2009,2,,3.0,,1.5,,4.5,,0.0,,4.5,,1.0,0.0,60.0
60635,2010,2010,2011,2,,3.0,,1.5,,4.5,,0.0,,4.5,,1.0,0.0,60.0
60635,2012,2012,2013,2,,3.0,,1.5,,4.5,,0.0,,4.5,,1.0,0.0,60.0
60635,2014,2014,2015,2,,2.5,,1.0,,3.0,,0.0,,3.0,,1.0,0.0,60.0
60635,2016,2016,2017,1,,2.0,,0.0,,0.0,,0.0,,0.0,,0.5,0.0,30.0
60635,2018,2018,2019,1,,1.0,,0.0,,0.0,,0.0,,0.0,,0.5,0.0,30.0
60635,2020,2020,2021,2,,1.5,,0.0,,0.0,,0.0,,0.0,,0.5,0.0,30.0
60635,2022,2022,2023,2,,2.0,,1.0,,3.0,,0.0,,3.0,,1.0,0.0,60.0
60635,2024,2024,2025,2,,1.5,,1.5,,4.5,,0.0,,4.5,,1.0,0.0,60.0
60636,2002,2002,2003,2,3.913,1380.5,352.798,709.0,181.191,1925.0,491.95,813.0,207.769,1112.0,284.181,0.703,1.0,82.2
60636,2004,2004,2005,2,3.913,1710.0,437.005,889.0,227.191,2420.5,618.579,972.5,248.531,1448.0,370.049,0.713,1.0,82.8
60636,2006,2006,2007,2,3.913,1670.0,426.783,867.5,221.697,2338.0,597.496,944.0,241.247,1394.0,356.248,0.712,1.0,82.7
60636,2008,2008,2009,2,3.913,1326.0,338.87,696.5,177.996,1875.5,479.3,764.0,195.247,1111.5,284.053,0.711,1.0,82.6
60636,2010,2010,2011,2,3.913,1332.5,340.532,706.5,180.552,1886.5,482.111,824.5,210.708,1062.0,271.403,0.696,1.0,81.8
60636,2012,2012,2013,2,3.913,1241.0,317.148,712.5,182.085,1880.0,480.45,820.5,209.686,1059.5,270.764,0.696,1.0,81.8
60636,2014,2014,2015,2,3.913,979.5,250.319,639.0,163.302,1678.0,428.827,619.5,158.318,1058.5,270.509,0.73,1.0,83.8
60636,2016,2016,2017,2,3.913,895.5,228.853,576.0,147.202,1498.5,382.954,593.5,151.674,905.0,231.28,0.716,1.0,83.0
60636,2018,2018,2019,2,3.913,853.5,218.119,539.5,137.874,1396.0,356.76,592.5,151.418,803.5,205.341,0.702,1.0,82.1
60636,2020,2020,2021,2,3.913,848.0,216.714,553.0,141.324,1443.5,368.899,572.0,146.179,871.5,222.719,0.716,1.0,83.0
60636,2022,2022,2023,2,3.913,766.5,195.886,505.0,129.057,1318.0,336.826,519.0,132.635,799.0,204.191,0.717,1.0,83.0
60636,2024,2024,2025,2,3.913,761.0,194.48,514.0,131.357,1352.0,345.515,495.5,126.629,856.5,218.886,0.732,1.0,83.9
60637,2002,2002,2003,2,4.528,1043.0,230.345,634.0,140.018,1653.5,365.172,200.5,44.28,1453.0,320.892,0.892,1.0,93.5
60637,2004,2004,2005,2,4.528,1315.5,290.526,793.5,175.243,2057.5,454.395,266.5,58.856,1791.0,395.539,0.885,1.0,93.1
60637,2006,2006,2007,2,4.528,1291.0,285.115,767.5,169.501,2016.0,445.23,269.0,59.408,1747.0,385.822,0.882,1.0,92.9
60637,2008,2008,2009,2,4.528,1038.5,229.351,613.5,135.49,1624.5,358.768,196.5,43.397,1428.0,315.371,0.892,1.0,93.5
60637,2010,2010,2011,2,4.528,1003.0,221.511,603.0,133.171,1616.5,357.001,192.0,42.403,1424.5,314.598,0.894,1.0,93.6
60637,2012,2012,2013,2,4.528,930.5,205.499,596.0,131.625,1599.5,353.246,184.0,40.636,1415.5,312.61,0.897,1.0,93.8
60637,2014,2014,2015,2,4.528,776.5,171.489,584.0,128.975,1563.5,345.296,132.0,29.152,1431.5,316.144,0.922,1.0,95.3
60637,2016,2016,2017,2,4.528,756.5,167.072,581.5,128.423,1516.5,334.916,120.5,26.612,1396.0,308.304,0.926,1.0,95.6
60637,2018,2018,2019,2,4.528,762.0,168.286,590.0,130.3,1560.0,344.523,118.5,26.17,1441.5,318.352,0.929,1.0,95.8
60637,2020,2020,2021,2,4.528,796.0,175.795,609.5,134.607,1632.0,360.424,122.5,27.054,1509.5,333.37,0.93,1.0,95.8
60637,2022,2022,2023,2,4.528,760.5,167.955,590.0,130.3,1570.5,346.842,118.0,26.06,1452.5,320.782,0.93,1.0,95.8
60637,2024,2024,2025,2,4.528,720.5,159.121,581.0,128.313,1549.5,342.204,112.0,24.735,1437.5,317.469,0.933,1.0,96.0
